icd_code,icd_version,long_title
01601,9,"Tuberculosis of kidney, bacteriological or histological examination not done"
01602,9,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
01603,9,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
01604,9,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01605,9,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01606,9,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01610,9,"Tuberculosis of bladder, unspecified"
01611,9,"Tuberculosis of bladder, bacteriological or histological examination not done"
01612,9,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
01613,9,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
01614,9,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01615,9,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01616,9,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01620,9,"Tuberculosis of ureter, unspecified"
01621,9,"Tuberculosis of ureter, bacteriological or histological examination not done"
01622,9,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
01623,9,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
01624,9,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01625,9,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01626,9,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01630,9,"Tuberculosis of other urinary organs, unspecified"
01631,9,"Tuberculosis of other urinary organs, bacteriological or histological examination not done"
01632,9,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
01633,9,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
01634,9,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01635,9,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01636,9,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01640,9,"Tuberculosis of epididymis, unspecified"
01641,9,"Tuberculosis of epididymis, bacteriological or histological examination not done"
01642,9,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
01643,9,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
01644,9,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01645,9,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01646,9,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01650,9,"Tuberculosis of other male genital organs, unspecified"
01651,9,"Tuberculosis of other male genital organs, bacteriological or histological examination not done"
01652,9,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
01653,9,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
01654,9,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01655,9,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01656,9,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01660,9,"Tuberculous oophoritis and salpingitis, unspecified"
01661,9,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
01662,9,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
01663,9,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
01664,9,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01665,9,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01666,9,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01670,9,"Tuberculosis of other female genital organs, unspecified"
01671,9,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
01672,9,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
01673,9,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy"
01674,9,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01675,9,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01676,9,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01690,9,"Genitourinary tuberculosis, unspecified, unspecified"
01691,9,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done"
01692,9,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
01693,9,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
01694,9,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01695,9,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01696,9,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01700,9,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified"
01701,9,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done"
01702,9,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
01703,9,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy"
01704,9,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01705,9,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01706,9,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01710,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified"
01711,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done"
01712,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)"
01713,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy"
01714,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01715,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01716,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01720,9,"Tuberculosis of peripheral lymph nodes, unspecified"
01721,9,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done"
01722,9,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)"
01723,9,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy"
01724,9,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01725,9,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01726,9,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01730,9,"Tuberculosis of eye, unspecified"
